,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,,44,45,46,47,48,49,50,51,52,53,54,55,56,57,,,,,,,,,,,,
No.,TYPE,AISC_MANUAL_LABEL,EDI_STD_NOMENCLATURE,Perfil Base-1,Perfil Base-2,IMCA-01,IMCA-02,AHMSA,Disp.,No.,T_F,BF_2TF,B_T,H_TW,H_T,D_T,H,TAN_ALPHA,QS,D,HT,OD,BF,B,ID,TW,TF,T,TNOM,TDES,KDES,KDET,K1,X,Y,E0,XP,YP,RX,RY,RZ,RO,A,Aw,WNO,ZX,SX,ZY,SY,C,QF,QW,IX,IY,J,SW,CW,W,Disp. 01,Disp. 02,Disp. 03,Disp. 04,Disp. 05,Disp. 06,Cntc 01,Cntc 02,Cntc 03,Cntc 04,Cntc 05,Cntc 06
1008,2L-LLBB,2L8X6X7/8X3/4LLBB,2L8X6X7/8X3/4LLBB,L8X6X7/8X3/4,L8X6X7/8,,,,"(,,,,,)",1008,F,0.00,0.00,0.00,0.00,0.00,0.739,0.00,1.00,8.00,0,0,6.00,6,0,0.88,0.88,0.875,0,0.00,0.00,0,0,0.00,2.60,0.00,0.00,1.41,2.50,2.63,0.00,4.23,23.1,,0.00,48.5,26.8,0.00,0.00,0.00,0.00,0.00,145,159.51,5.92,0.00,0.00,78.5,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
1009,2L-LLBB,2L8X6X3/4LLBB,2L8X6X3/4LLBB,L8X6X3/4,L8X6X3/4,,,,"(,Grdu*,,,,)",1009,F,0.00,0.00,0.00,0.00,0.00,0.714,0.00,1.00,8.00,0,0,6.00,6,0,0.75,0.75,0.75,0,0.00,0.00,0,0,0.00,2.55,0.00,0.00,1.34,2.52,2.35,0.00,4.07,20.0,,0.00,42.3,23.3,0.00,0.00,0.00,0.00,0.00,127,109.98,3.80,0.00,0.00,68.0,,Grdu*,,,,,"(,","(,Grdu*,","(,Grdu*,,","(,Grdu*,,,","(,Grdu*,,,,","(,Grdu*,,,,)"
1010,2L-LLBB,2L8X6X3/4X3/8LLBB,2L8X6X3/4X3/8LLBB,L8X6X3/4X3/8,L8X6X3/4,,,,"(,Grdu*,,,,)",1010,F,0.00,0.00,0.00,0.00,0.00,0.725,0.00,1.00,8.00,0,0,6.00,6,0,0.75,0.75,0.75,0,0.00,0.00,0,0,0.00,2.55,0.00,0.00,1.34,2.52,2.47,0.00,4.15,20.0,,0.00,42.3,23.3,0.00,0.00,0.00,0.00,0.00,127,122.31,3.80,0.00,0.00,68.0,,Grdu*,,,,,"(,","(,Grdu*,","(,Grdu*,,","(,Grdu*,,,","(,Grdu*,,,,","(,Grdu*,,,,)"
1011,2L-LLBB,2L8X6X3/4X3/4LLBB,2L8X6X3/4X3/4LLBB,L8X6X3/4X3/4,L8X6X3/4,,,,"(,Grdu*,,,,)",1011,F,0.00,0.00,0.00,0.00,0.00,0.735,0.00,1.00,8.00,0,0,6.00,6,0,0.75,0.75,0.75,0,0.00,0.00,0,0,0.00,2.55,0.00,0.00,1.34,2.52,2.61,0.00,4.23,20.0,,0.00,42.3,23.3,0.00,0.00,0.00,0.00,0.00,127,136.04,3.80,0.00,0.00,68.0,,Grdu*,,,,,"(,","(,Grdu*,","(,Grdu*,,","(,Grdu*,,,","(,Grdu*,,,,","(,Grdu*,,,,)"
1012,2L-LLBB,2L8X6X5/8LLBB,2L8X6X5/8LLBB,L8X6X5/8,L8X6X5/8,,,,"(,,,,,)",1012,F,0.00,0.00,0.00,0.00,0.00,0.712,0.00,1.00,8.00,0,0,6.00,6,0,0.63,0.63,0.625,0,0.00,0.00,0,0,0.00,2.50,0.00,0.00,1.27,2.54,2.33,0.00,4.08,16.8,,0.00,35.8,19.7,0.00,0.00,0.00,0.00,0.00,108,90.92,2.24,0.00,0.00,57.3,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
1013,2L-LLBB,2L8X6X5/8X3/8LLBB,2L8X6X5/8X3/8LLBB,L8X6X5/8X3/8,L8X6X5/8,,,,"(,,,,,)",1013,F,0.00,0.00,0.00,0.00,0.00,0.722,0.00,0.997,8.00,0,0,6.00,6,0,0.63,0.63,0.625,0,0.00,0.00,0,0,0.00,2.50,0.00,0.00,1.27,2.54,2.45,0.00,4.16,16.8,,0.00,35.8,19.7,0.00,0.00,0.00,0.00,0.00,108,100.98,2.24,0.00,0.00,57.3,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
1014,2L-LLBB,2L8X6X5/8X3/4LLBB,2L8X6X5/8X3/4LLBB,L8X6X5/8X3/4,L8X6X5/8,,,,"(,,,,,)",1014,F,0.00,0.00,0.00,0.00,0.00,0.732,0.00,0.997,8.00,0,0,6.00,6,0,0.63,0.63,0.625,0,0.00,0.00,0,0,0.00,2.50,0.00,0.00,1.27,2.54,2.59,0.00,4.24,16.8,,0.00,35.8,19.7,0.00,0.00,0.00,0.00,0.00,108,112.21,2.24,0.00,0.00,57.3,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
1015,2L-LLBB,2L8X6X9/16LLBB,2L8X6X9/16LLBB,L8X6X9/16,L8X6X9/16,,,,"(,,,,,)",1015,F,0.00,0.00,0.00,0.00,0.00,0.710,0.00,1.00,8.00,0,0,6.00,6,0,0.56,0.56,0.5625,0,0.00,0.00,0,0,0.00,2.48,0.00,0.00,1.23,2.55,2.32,0.00,4.09,15.2,,0.00,32.5,17.9,0.00,0.00,0.00,0.00,0.00,98.7,81.77,1.65,0.00,0.00,51.8,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
1016,2L-LLBB,2L8X6X9/16X3/8LLBB,2L8X6X9/16X3/8LLBB,L8X6X9/16X3/8,L8X6X9/16,,,,"(,,,,,)",1016,F,0.00,0.00,0.00,0.00,0.00,0.720,0.00,0.959,8.00,0,0,6.00,6,0,0.56,0.56,0.5625,0,0.00,0.00,0,0,0.00,2.48,0.00,0.00,1.23,2.55,2.44,0.00,4.16,15.2,,0.00,32.5,17.9,0.00,0.00,0.00,0.00,0.00,98.7,90.75,1.65,0.00,0.00,51.8,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
1017,2L-LLBB,2L8X6X9/16X3/4LLBB,2L8X6X9/16X3/4LLBB,L8X6X9/16X3/4,L8X6X9/16,,,,"(,,,,,)",1017,F,0.00,0.00,0.00,0.00,0.00,0.731,0.00,0.959,8.00,0,0,6.00,6,0,0.56,0.56,0.5625,0,0.00,0.00,0,0,0.00,2.48,0.00,0.00,1.23,2.55,2.58,0.00,4.24,15.2,,0.00,32.5,17.9,0.00,0.00,0.00,0.00,0.00,98.7,100.79,1.65,0.00,0.00,51.8,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
1018,2L-LLBB,2L8X6X1/2LLBB,2L8X6X1/2LLBB,L8X6X1/2,L8X6X1/2,,,,"(,Grdu,,,,)",1018,F,0.00,0.00,0.00,0.00,0.00,0.709,0.00,1.00,8.00,0,0,6.00,6,0,0.50,0.50,0.5,0,0.00,0.00,0,0,0.00,2.46,0.00,0.00,1.20,2.55,2.31,0.00,4.09,13.6,,0.00,29.1,16.0,0.00,0.00,0.00,0.00,0.00,88.8,72.18,1.17,0.00,0.00,46.3,,Grdu,,,,,"(,","(,Grdu,","(,Grdu,,","(,Grdu,,,","(,Grdu,,,,","(,Grdu,,,,)"
1019,2L-LLBB,2L8X6X1/2X3/8LLBB,2L8X6X1/2X3/8LLBB,L8X6X1/2X3/8,L8X6X1/2,,,,"(,Grdu,,,,)",1019,F,0.00,0.00,0.00,0.00,0.00,0.719,0.00,0.912,8.00,0,0,6.00,6,0,0.50,0.50,0.5,0,0.00,0.00,0,0,0.00,2.46,0.00,0.00,1.20,2.55,2.43,0.00,4.16,13.6,,0.00,29.1,16.0,0.00,0.00,0.00,0.00,0.00,88.8,80.04,1.17,0.00,0.00,46.3,,Grdu,,,,,"(,","(,Grdu,","(,Grdu,,","(,Grdu,,,","(,Grdu,,,,","(,Grdu,,,,)"
1020,2L-LLBB,2L8X6X1/2X3/4LLBB,2L8X6X1/2X3/4LLBB,L8X6X1/2X3/4,L8X6X1/2,,,,"(,Grdu,,,,)",1020,F,0.00,0.00,0.00,0.00,0.00,0.729,0.00,0.912,8.00,0,0,6.00,6,0,0.50,0.50,0.5,0,0.00,0.00,0,0,0.00,2.46,0.00,0.00,1.20,2.55,2.56,0.00,4.24,13.6,,0.00,29.1,16.0,0.00,0.00,0.00,0.00,0.00,88.8,88.86,1.17,0.00,0.00,46.3,,Grdu,,,,,"(,","(,Grdu,","(,Grdu,,","(,Grdu,,,","(,Grdu,,,,","(,Grdu,,,,)"
1021,2L-LLBB,2L8X6X7/16LLBB,2L8X6X7/16LLBB,L8X6X7/16,L8X6X7/16,,,,"(,,,,,)",1021,F,0.00,0.00,0.00,0.00,0.00,0.708,0.00,1.00,8.00,0,0,6.00,6,0,0.44,0.44,0.4375,0,0.00,0.00,0,0,0.00,2.43,0.00,0.00,1.16,2.56,2.30,0.00,4.09,12.0,,0.00,25.7,14.1,0.00,0.00,0.00,0.00,0.00,78.7,63.19,0.79,0.00,0.00,40.7,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
1022,2L-LLBB,2L8X6X7/16X3/8LLBB,2L8X6X7/16X3/8LLBB,L8X6X7/16X3/8,L8X6X7/16,,,,"(,,,,,)",1022,F,0.00,0.00,0.00,0.00,0.00,0.718,0.00,0.850,8.00,0,0,6.00,6,0,0.44,0.44,0.4375,0,0.00,0.00,0,0,0.00,2.43,0.00,0.00,1.16,2.56,2.42,0.00,4.16,12.0,,0.00,25.7,14.1,0.00,0.00,0.00,0.00,0.00,78.7,70.01,0.79,0.00,0.00,40.7,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
1023,2L-LLBB,2L8X6X7/16X3/4LLBB,2L8X6X7/16X3/4LLBB,L8X6X7/16X3/4,L8X6X7/16,,,,"(,,,,,)",1023,F,0.00,0.00,0.00,0.00,0.00,0.728,0.00,0.850,8.00,0,0,6.00,6,0,0.44,0.44,0.4375,0,0.00,0.00,0,0,0.00,2.43,0.00,0.00,1.16,2.56,2.55,0.00,4.24,12.0,,0.00,25.7,14.1,0.00,0.00,0.00,0.00,0.00,78.7,77.67,0.79,0.00,0.00,40.7,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
1024,2L-LLBB,2L8X4X1LLBB,2L8X4X1LLBB,L8X4X1,L8X4X1,,,,"(,Grdu,,,,)",1024,F,0.00,0.00,0.00,0.00,0.00,0.568,0.00,1.00,8.00,0,0,4.00,4,0,1.00,1.00,1,0,0.00,0.00,0,0,0.00,3.03,0.00,0.00,2.47,2.51,1.46,0.00,3.86,22.1,,0.00,48.6,28.1,0.00,0.00,0.00,0.00,0.00,139,47.00,7.36,0.00,0.00,75.2,,Grdu,,,,,"(,","(,Grdu,","(,Grdu,,","(,Grdu,,,","(,Grdu,,,,","(,Grdu,,,,)"
1025,2L-LLBB,2L8X4X1X3/8LLBB,2L8X4X1X3/8LLBB,L8X4X1X3/8,L8X4X1,,,,"(,Grdu,,,,)",1025,F,0.00,0.00,0.00,0.00,0.00,0.580,0.00,1.00,8.00,0,0,4.00,4,0,1.00,1.00,1,0,0.00,0.00,0,0,0.00,3.03,0.00,0.00,2.47,2.51,1.60,0.00,3.91,22.1,,0.00,48.6,28.1,0.00,0.00,0.00,0.00,0.00,139,56.35,7.36,0.00,0.00,75.2,,Grdu,,,,,"(,","(,Grdu,","(,Grdu,,","(,Grdu,,,","(,Grdu,,,,","(,Grdu,,,,)"
1026,2L-LLBB,2L8X4X1X3/4LLBB,2L8X4X1X3/4LLBB,L8X4X1X3/4,L8X4X1,,,,"(,Grdu,,,,)",1026,F,0.00,0.00,0.00,0.00,0.00,0.594,0.00,1.00,8.00,0,0,4.00,4,0,1.00,1.00,1,0,0.00,0.00,0,0,0.00,3.03,0.00,0.00,2.47,2.51,1.75,0.00,3.97,22.1,,0.00,48.6,28.1,0.00,0.00,0.00,0.00,0.00,139,67.25,7.36,0.00,0.00,75.2,,Grdu,,,,,"(,","(,Grdu,","(,Grdu,,","(,Grdu,,,","(,Grdu,,,,","(,Grdu,,,,)"
1027,2L-LLBB,2L8X4X7/8LLBB,2L8X4X7/8LLBB,L8X4X7/8,L8X4X7/8,,,,"(,,,,,)",1027,F,0.00,0.00,0.00,0.00,0.00,0.566,0.00,1.00,8.00,0,0,4.00,4,0,0.88,0.88,0.875,0,0.00,0.00,0,0,0.00,2.99,0.00,0.00,2.41,2.53,1.44,0.00,3.87,19.6,,0.00,43.4,25.0,0.00,0.00,0.00,0.00,0.00,125,40.34,5.02,0.00,0.00,66.6,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
1028,2L-LLBB,2L8X4X7/8X3/8LLBB,2L8X4X7/8X3/8LLBB,L8X4X7/8X3/8,L8X4X7/8,,,,"(,,,,,)",1028,F,0.00,0.00,0.00,0.00,0.00,0.577,0.00,1.00,8.00,0,0,4.00,4,0,0.88,0.88,0.875,0,0.00,0.00,0,0,0.00,2.99,0.00,0.00,2.41,2.53,1.57,0.00,3.92,19.6,,0.00,43.4,25.0,0.00,0.00,0.00,0.00,0.00,125,48.30,5.02,0.00,0.00,66.6,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
1029,2L-LLBB,2L8X4X7/8X3/4LLBB,2L8X4X7/8X3/4LLBB,L8X4X7/8X3/4,L8X4X7/8,,,,"(,,,,,)",1029,F,0.00,0.00,0.00,0.00,0.00,0.590,0.00,1.00,8.00,0,0,4.00,4,0,0.88,0.88,0.875,0,0.00,0.00,0,0,0.00,2.99,0.00,0.00,2.41,2.53,1.72,0.00,3.98,19.6,,0.00,43.4,25.0,0.00,0.00,0.00,0.00,0.00,125,57.63,5.02,0.00,0.00,66.6,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
1030,2L-LLBB,2L8X4X3/4LLBB,2L8X4X3/4LLBB,L8X4X3/4,L8X4X3/4,,,,"(,Grdu,,,,)",1030,F,0.00,0.00,0.00,0.00,0.00,0.564,0.00,1.00,8.00,0,0,4.00,4,0,0.75,0.75,0.75,0,0.00,0.00,0,0,0.00,2.94,0.00,0.00,2.34,2.55,1.42,0.00,3.88,17.0,,0.00,37.9,21.7,0.00,0.00,0.00,0.00,0.00,110,33.94,3.22,0.00,0.00,57.8,,Grdu,,,,,"(,","(,Grdu,","(,Grdu,,","(,Grdu,,,","(,Grdu,,,,","(,Grdu,,,,)"
1031,2L-LLBB,2L8X4X3/4X3/8LLBB,2L8X4X3/4X3/8LLBB,L8X4X3/4X3/8,L8X4X3/4,,,,"(,Grdu,,,,)",1031,F,0.00,0.00,0.00,0.00,0.00,0.575,0.00,1.00,8.00,0,0,4.00,4,0,0.75,0.75,0.75,0,0.00,0.00,0,0,0.00,2.94,0.00,0.00,2.34,2.55,1.55,0.00,3.93,17.0,,0.00,37.9,21.7,0.00,0.00,0.00,0.00,0.00,110,40.54,3.22,0.00,0.00,57.8,,Grdu,,,,,"(,","(,Grdu,","(,Grdu,,","(,Grdu,,,","(,Grdu,,,,","(,Grdu,,,,)"
1032,2L-LLBB,2L8X4X3/4X3/4LLBB,2L8X4X3/4X3/4LLBB,L8X4X3/4X3/4,L8X4X3/4,,,,"(,Grdu,,,,)",1032,F,0.00,0.00,0.00,0.00,0.00,0.587,0.00,1.00,8.00,0,0,4.00,4,0,0.75,0.75,0.75,0,0.00,0.00,0,0,0.00,2.94,0.00,0.00,2.34,2.55,1.69,0.00,3.99,17.0,,0.00,37.9,21.7,0.00,0.00,0.00,0.00,0.00,110,48.33,3.22,0.00,0.00,57.8,,Grdu,,,,,"(,","(,Grdu,","(,Grdu,,","(,Grdu,,,","(,Grdu,,,,","(,Grdu,,,,)"
1033,2L-LLBB,2L8X4X5/8LLBB,2L8X4X5/8LLBB,L8X4X5/8,L8X4X5/8,,,,"(,,,,,)",1033,F,0.00,0.00,0.00,0.00,0.00,0.562,0.00,1.00,8.00,0,0,4.00,4,0,0.63,0.63,0.625,0,0.00,0.00,0,0,0.00,2.89,0.00,0.00,2.27,2.56,1.39,0.00,3.89,14.3,,0.00,32.2,18.4,0.00,0.00,0.00,0.00,0.00,94.1,27.79,1.91,0.00,0.00,48.7,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
1034,2L-LLBB,2L8X4X5/8X3/8LLBB,2L8X4X5/8X3/8LLBB,L8X4X5/8X3/8,L8X4X5/8,,,,"(,,,,,)",1034,F,0.00,0.00,0.00,0.00,0.00,0.573,0.00,0.997,8.00,0,0,4.00,4,0,0.63,0.63,0.625,0,0.00,0.00,0,0,0.00,2.89,0.00,0.00,2.27,2.56,1.52,0.00,3.94,14.3,,0.00,32.2,18.4,0.00,0.00,0.00,0.00,0.00,94.1,33.10,1.91,0.00,0.00,48.7,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
1035,2L-LLBB,2L8X4X5/8X3/4LLBB,2L8X4X5/8X3/4LLBB,L8X4X5/8X3/4,L8X4X5/8,,,,"(,,,,,)",1035,F,0.00,0.00,0.00,0.00,0.00,0.585,0.00,0.997,8.00,0,0,4.00,4,0,0.63,0.63,0.625,0,0.00,0.00,0,0,0.00,2.89,0.00,0.00,2.27,2.56,1.66,0.00,3.99,14.3,,0.00,32.2,18.4,0.00,0.00,0.00,0.00,0.00,94.1,39.41,1.91,0.00,0.00,48.7,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
1036,2L-LLBB,2L8X4X9/16LLBB,2L8X4X9/16LLBB,L8X4X9/16,L8X4X9/16,,,,"(,,,,,)",1036,F,0.00,0.00,0.00,0.00,0.00,0.562,0.00,1.00,8.00,0,0,4.00,4,0,0.56,0.56,0.5625,0,0.00,0.00,0,0,0.00,2.86,0.00,0.00,2.23,2.57,1.38,0.00,3.90,13.0,,0.00,29.2,16.7,0.00,0.00,0.00,0.00,0.00,85.7,24.79,1.41,0.00,0.00,44.1,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
1037,2L-LLBB,2L8X4X9/16X3/8LLBB,2L8X4X9/16X3/8LLBB,L8X4X9/16X3/8,L8X4X9/16,,,,"(,,,,,)",1037,F,0.00,0.00,0.00,0.00,0.00,0.572,0.00,0.959,8.00,0,0,4.00,4,0,0.56,0.56,0.5625,0,0.00,0.00,0,0,0.00,2.86,0.00,0.00,2.23,2.57,1.51,0.00,3.94,13.0,,0.00,29.2,16.7,0.00,0.00,0.00,0.00,0.00,85.7,29.48,1.41,0.00,0.00,44.1,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
1038,2L-LLBB,2L8X4X9/16X3/4LLBB,2L8X4X9/16X3/4LLBB,L8X4X9/16X3/4,L8X4X9/16,,,,"(,,,,,)",1038,F,0.00,0.00,0.00,0.00,0.00,0.584,0.00,0.959,8.00,0,0,4.00,4,0,0.56,0.56,0.5625,0,0.00,0.00,0,0,0.00,2.86,0.00,0.00,2.23,2.57,1.65,0.00,4.00,13.0,,0.00,29.2,16.7,0.00,0.00,0.00,0.00,0.00,85.7,35.07,1.41,0.00,0.00,44.1,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
1039,2L-LLBB,2L8X4X1/2LLBB,2L8X4X1/2LLBB,L8X4X1/2,L8X4X1/2,,,,"(,Grdu,,,,)",1039,F,0.00,0.00,0.00,0.00,0.00,0.561,0.00,1.00,8.00,0,0,4.00,4,0,0.50,0.50,0.5,0,0.00,0.00,0,0,0.00,2.84,0.00,0.00,2.20,2.58,1.38,0.00,3.90,11.6,,0.00,26.2,15.0,0.00,0.00,0.00,0.00,0.00,77.2,21.89,1.00,0.00,0.00,39.5,,Grdu,,,,,"(,","(,Grdu,","(,Grdu,,","(,Grdu,,,","(,Grdu,,,,","(,Grdu,,,,)"
1040,2L-LLBB,2L8X4X1/2X3/8LLBB,2L8X4X1/2X3/8LLBB,L8X4X1/2X3/8,L8X4X1/2,,,,"(,Grdu,,,,)",1040,F,0.00,0.00,0.00,0.00,0.00,0.571,0.00,0.912,8.00,0,0,4.00,4,0,0.50,0.50,0.5,0,0.00,0.00,0,0,0.00,2.84,0.00,0.00,2.20,2.58,1.50,0.00,3.95,11.6,,0.00,26.2,15.0,0.00,0.00,0.00,0.00,0.00,77.2,25.97,1.00,0.00,0.00,39.5,,Grdu,,,,,"(,","(,Grdu,","(,Grdu,,","(,Grdu,,,","(,Grdu,,,,","(,Grdu,,,,)"
1041,2L-LLBB,2L8X4X1/2X3/4LLBB,2L8X4X1/2X3/4LLBB,L8X4X1/2X3/4,L8X4X1/2,,,,"(,Grdu,,,,)",1041,F,0.00,0.00,0.00,0.00,0.00,0.583,0.00,0.912,8.00,0,0,4.00,4,0,0.50,0.50,0.5,0,0.00,0.00,0,0,0.00,2.84,0.00,0.00,2.20,2.58,1.63,0.00,4.00,11.6,,0.00,26.2,15.0,0.00,0.00,0.00,0.00,0.00,77.2,30.87,1.00,0.00,0.00,39.5,,Grdu,,,,,"(,","(,Grdu,","(,Grdu,,","(,Grdu,,,","(,Grdu,,,,","(,Grdu,,,,)"
1042,2L-LLBB,2L8X4X7/16LLBB,2L8X4X7/16LLBB,L8X4X7/16,L8X4X7/16,,,,"(,,,,,)",1042,F,0.00,0.00,0.00,0.00,0.00,0.561,0.00,1.00,8.00,0,0,4.00,4,0,0.44,0.44,0.4375,0,0.00,0.00,0,0,0.00,2.81,0.00,0.00,2.16,2.59,1.37,0.00,3.91,10.2,,0.00,23.2,13.2,0.00,0.00,0.00,0.00,0.00,68.5,19.01,0.68,0.00,0.00,34.8,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
1043,2L-LLBB,2L8X4X7/16X3/8LLBB,2L8X4X7/16X3/8LLBB,L8X4X7/16X3/8,L8X4X7/16,,,,"(,,,,,)",1043,F,0.00,0.00,0.00,0.00,0.00,0.571,0.00,0.850,8.00,0,0,4.00,4,0,0.44,0.44,0.4375,0,0.00,0.00,0,0,0.00,2.81,0.00,0.00,2.16,2.59,1.49,0.00,3.95,10.2,,0.00,23.2,13.2,0.00,0.00,0.00,0.00,0.00,68.5,22.52,0.68,0.00,0.00,34.8,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
1044,2L-LLBB,2L8X4X7/16X3/4LLBB,2L8X4X7/16X3/4LLBB,L8X4X7/16X3/4,L8X4X7/16,,,,"(,,,,,)",1044,F,0.00,0.00,0.00,0.00,0.00,0.582,0.00,0.850,8.00,0,0,4.00,4,0,0.44,0.44,0.4375,0,0.00,0.00,0,0,0.00,2.81,0.00,0.00,2.16,2.59,1.62,0.00,4.00,10.2,,0.00,23.2,13.2,0.00,0.00,0.00,0.00,0.00,68.5,26.73,0.68,0.00,0.00,34.8,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
1045,2L-LLBB,2L7X4X3/4LLBB,2L7X4X3/4LLBB,L7X4X3/4,L7X4X3/4,,,,"(,Grdu,,,,)",1045,F,0.00,0.00,0.00,0.00,0.00,0.611,0.00,1.00,7.00,0,0,4.00,4,0,0.75,0.75,0.75,0,0.00,0.00,0,0,0.00,2.50,0.00,0.00,1.87,2.21,1.48,0.00,3.41,15.4,,0.00,29.5,16.8,0.00,0.00,0.00,0.00,0.00,75.6,33.38,2.94,0.00,0.00,52.4,,Grdu,,,,,"(,","(,Grdu,","(,Grdu,,","(,Grdu,,,","(,Grdu,,,,","(,Grdu,,,,)"
1046,2L-LLBB,2L7X4X3/4X3/8LLBB,2L7X4X3/4X3/8LLBB,L7X4X3/4X3/8,L7X4X3/4,,,,"(,Grdu,,,,)",1046,F,0.00,0.00,0.00,0.00,0.00,0.624,0.00,1.00,7.00,0,0,4.00,4,0,0.75,0.75,0.75,0,0.00,0.00,0,0,0.00,2.50,0.00,0.00,1.87,2.21,1.61,0.00,3.47,15.4,,0.00,29.5,16.8,0.00,0.00,0.00,0.00,0.00,75.6,39.69,2.94,0.00,0.00,52.4,,Grdu,,,,,"(,","(,Grdu,","(,Grdu,,","(,Grdu,,,","(,Grdu,,,,","(,Grdu,,,,)"
1047,2L-LLBB,2L7X4X3/4X3/4LLBB,2L7X4X3/4X3/4LLBB,L7X4X3/4X3/4,L7X4X3/4,,,,"(,Grdu,,,,)",1047,F,0.00,0.00,0.00,0.00,0.00,0.639,0.00,1.00,7.00,0,0,4.00,4,0,0.75,0.75,0.75,0,0.00,0.00,0,0,0.00,2.50,0.00,0.00,1.87,2.21,1.75,0.00,3.53,15.4,,0.00,29.5,16.8,0.00,0.00,0.00,0.00,0.00,75.6,47.08,2.94,0.00,0.00,52.4,,Grdu,,,,,"(,","(,Grdu,","(,Grdu,,","(,Grdu,,,","(,Grdu,,,,","(,Grdu,,,,)"
1048,2L-LLBB,2L7X4X5/8LLBB,2L7X4X5/8LLBB,L7X4X5/8,L7X4X5/8,,,,"(,,,,,)",1048,F,0.00,0.00,0.00,0.00,0.00,0.608,0.00,1.00,7.00,0,0,4.00,4,0,0.63,0.63,0.625,0,0.00,0.00,0,0,0.00,2.45,0.00,0.00,1.80,2.23,1.45,0.00,3.42,13.0,,0.00,25.1,14.2,0.00,0.00,0.00,0.00,0.00,64.7,27.47,1.74,0.00,0.00,44.2,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
1049,2L-LLBB,2L7X4X5/8X3/8LLBB,2L7X4X5/8X3/8LLBB,L7X4X5/8X3/8,L7X4X5/8,,,,"(,,,,,)",1049,F,0.00,0.00,0.00,0.00,0.00,0.621,0.00,1.00,7.00,0,0,4.00,4,0,0.63,0.63,0.625,0,0.00,0.00,0,0,0.00,2.45,0.00,0.00,1.80,2.23,1.58,0.00,3.47,13.0,,0.00,25.1,14.2,0.00,0.00,0.00,0.00,0.00,64.7,32.59,1.74,0.00,0.00,44.2,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
1050,2L-LLBB,2L7X4X5/8X3/4LLBB,2L7X4X5/8X3/4LLBB,L7X4X5/8X3/4,L7X4X5/8,,,,"(,,,,,)",1050,F,0.00,0.00,0.00,0.00,0.00,0.635,0.00,1.00,7.00,0,0,4.00,4,0,0.63,0.63,0.625,0,0.00,0.00,0,0,0.00,2.45,0.00,0.00,1.80,2.23,1.73,0.00,3.54,13.0,,0.00,25.1,14.2,0.00,0.00,0.00,0.00,0.00,64.7,38.61,1.74,0.00,0.00,44.2,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
1051,2L-LLBB,2L7X4X1/2LLBB,2L7X4X1/2LLBB,L7X4X1/2,L7X4X1/2,,,,"(,Grdu,,,,)",1051,F,0.00,0.00,0.00,0.00,0.00,0.606,0.00,1.00,7.00,0,0,4.00,4,0,0.50,0.50,0.5,0,0.00,0.00,0,0,0.00,2.40,0.00,0.00,1.74,2.25,1.44,0.00,3.43,10.5,,0.00,20.4,11.6,0.00,0.00,0.00,0.00,0.00,53.3,21.66,0.91,0.00,0.00,35.8,,Grdu,,,,,"(,","(,Grdu,","(,Grdu,,","(,Grdu,,,","(,Grdu,,,,","(,Grdu,,,,)"
